iter	F1	Logloss
451	0.9958847737	0.08873410782
452	0.9958847737	0.08845989412
453	0.9958847737	0.08833920789
454	0.9958847737	0.08810569768
455	0.9958847737	0.08776320102
456	0.9958847737	0.08763924106
457	0.9958847737	0.08748556417
458	0.9958847737	0.08723200005
459	0.9958847737	0.0867653092
460	0.9958847737	0.0865532346
461	0.9958847737	0.08636879784
462	0.9958847737	0.08632560917
463	0.9958847737	0.08614591861
464	0.9958847737	0.08593077289
465	0.9958847737	0.08555617412
466	0.9958847737	0.08547642466
467	0.9958847737	0.08516308486
468	0.9958847737	0.08483168264
469	0.9958847737	0.08452440906
470	0.9958847737	0.08386652143
471	0.9958847737	0.08375507091
472	0.9958847737	0.08335604136
473	0.9958847737	0.08299612883
474	0.9958847737	0.08277598651
475	0.9958847737	0.08251149477
476	0.9958847737	0.08230184769
477	0.9958847737	0.08219794161
478	0.9958847737	0.08180244371
479	0.9958847737	0.08167074499
480	0.9958847737	0.08117245355
481	0.9958847737	0.08104591365
482	0.9958847737	0.08097423113
483	0.9958847737	0.08086615604
484	0.9958847737	0.08072433193
485	0.9958847737	0.08041728444
486	0.9958847737	0.08029170511
487	0.9958847737	0.07996965938
488	0.9958847737	0.07968576499
489	0.9958847737	0.07940993737
490	0.9958847737	0.07932519556
491	0.9958847737	0.07905834608
492	0.9958847737	0.0788166503
493	0.9958847737	0.07845596473
494	0.9958847737	0.07799311183
495	0.9958847737	0.07756190377
496	0.9958847737	0.07740919934
497	0.9958847737	0.07735136845
498	0.9958847737	0.07692914801
499	0.9958847737	0.07676475578
500	0.9958847737	0.07670260359
501	0.9958847737	0.07654402105
502	0.9958847737	0.07645912326
503	0.9958847737	0.07639459713
504	0.9958847737	0.07618023598
505	0.9958847737	0.07605647362
506	0.9958847737	0.07596625656
507	0.9958847737	0.07588623512
508	0.9958847737	0.07579654449
509	0.9958847737	0.07573793089
510	0.9958847737	0.0756355742
511	0.9958847737	0.0756148436
512	0.9958847737	0.07554358215
513	0.9958847737	0.07537619348
514	0.9958847737	0.07517762859
515	0.9958847737	0.07514958789
516	0.9958847737	0.07488835036
517	0.9958847737	0.07474709576
518	0.9958847737	0.07441423501
519	0.9958847737	0.07428479479
520	0.9958847737	0.07411271636
521	0.9958847737	0.0736828187
522	0.9958847737	0.07366385203
523	0.9958847737	0.07327938338
524	0.9958847737	0.07308623391
525	0.9958847737	0.07302026881
526	0.9958847737	0.07286307994
527	0.9958847737	0.07282719282
528	0.9958847737	0.07255169444
529	0.9958847737	0.07232028259
530	0.9958847737	0.07224502384
531	0.9958847737	0.07189914037
532	0.9958847737	0.07169779873
533	0.9958847737	0.07149842553
534	0.9958847737	0.07123945753
535	0.9958847737	0.07115055088
536	0.9958847737	0.0709101
537	0.9958847737	0.07089218237
538	0.9958847737	0.07076746438
539	0.9958847737	0.07074156488
540	0.9958847737	0.07072518267
541	0.9958847737	0.07068484708
542	0.9958847737	0.07050302257
543	0.9958847737	0.07025610081
544	0.9958847737	0.07002487521
545	0.9958847737	0.06996962636
546	0.9958847737	0.06995694243
547	0.9958847737	0.06969735064
548	0.9958847737	0.06946869758
549	0.9958847737	0.06921736735
550	0.9958847737	0.06903576524
551	0.9958847737	0.0689168863
552	0.9958847737	0.06883320091
553	0.9958847737	0.0687936823
554	0.9958847737	0.06864508169
555	0.9958847737	0.06850445735
556	0.9958847737	0.06838715827
557	0.9958847737	0.06816926428
558	0.9958847737	0.06809591868
559	0.9958847737	0.06802600914
560	0.9958847737	0.06789229721
561	0.9958847737	0.06781199819
562	0.9958847737	0.06763587042
563	0.9958847737	0.06746356112
564	0.9958847737	0.067330755
565	0.9958847737	0.06712919601
566	0.9958847737	0.06701196828
567	0.9958847737	0.06694483287
568	0.9958847737	0.06684110331
569	0.9958847737	0.06659239729
570	0.9958847737	0.0664993063
571	0.9958847737	0.06629430256
572	0.9958847737	0.06626762373
573	0.9958847737	0.06611778504
574	0.9958847737	0.06609185284
575	0.9958847737	0.06597950477
576	0.9958847737	0.06570839929
577	0.9958847737	0.06556472912
578	0.9958847737	0.06535384427
579	0.9958847737	0.06528161512
580	0.9958847737	0.06517027731
581	0.9958847737	0.06503058276
582	0.9958847737	0.06488187145
583	0.9958847737	0.06481612211
584	0.9958847737	0.0646913403
585	0.9958847737	0.06461421892
586	0.9958847737	0.06449101012
587	0.9958847737	0.06429465267
588	0.9958847737	0.06414043345
589	0.9958847737	0.06408051316
590	0.9958847737	0.06391756833
591	0.9958847737	0.0635663997
592	0.9958847737	0.0633308167
593	0.9958847737	0.06324228515
594	0.9958847737	0.06311904187
595	0.9958847737	0.06284738152
596	0.9958847737	0.06280797577
597	0.9958847737	0.06261038091
598	0.9958847737	0.06257382844
599	0.9958847737	0.06238800774
600	0.9958847737	0.0622266992
601	0.9958847737	0.06212295851
602	0.9958847737	0.06196895489
603	0.9958847737	0.06187946905
604	0.9958847737	0.06157679708
605	0.9958847737	0.06155819249
606	0.9958847737	0.06152724619
607	0.9958847737	0.0613611947
608	0.9958847737	0.06134789273
609	0.9958847737	0.06126679759
610	0.9958847737	0.06111085162
611	0.9958847737	0.06092024775
612	0.9958847737	0.06073403573
613	0.9958847737	0.06066973026
614	0.9958847737	0.06059667697
615	0.9958847737	0.06058169501
616	0.9958847737	0.06039956825
617	0.9958847737	0.06028848207
618	0.9958847737	0.0602108803
619	0.9958847737	0.06014443503
620	0.9958847737	0.06003473559
621	0.9958847737	0.05997582784
622	0.9958847737	0.0598083055
623	0.9958847737	0.05959786584
624	0.9958847737	0.05947913395
625	0.9958847737	0.05931604166
626	0.9958847737	0.05928132455
627	0.9958847737	0.05912306392
628	0.9958847737	0.05894944814
629	0.9958847737	0.05891001356
630	0.9958847737	0.05880751447
631	0.9958847737	0.05870994702
632	0.9958847737	0.05851645323
633	0.9958847737	0.05835808805
634	0.9958847737	0.05828432729
635	0.9958847737	0.05822037781
636	0.9958847737	0.0581946582
637	0.9958847737	0.05803106927
638	0.9958847737	0.05792984963
639	0.9958847737	0.05788076423
640	0.9958847737	0.05777503369
641	0.9958847737	0.05760964676
642	0.9958847737	0.05745752556
643	0.9958847737	0.0573461881
644	0.9958847737	0.05717580412
645	0.9958847737	0.05713074768
646	0.9958847737	0.05706846854
647	0.9958847737	0.0569218103
648	0.9958847737	0.0568447682
649	0.9958847737	0.05681282225
650	0.9958847737	0.05674659822
651	0.9958847737	0.05672461668
652	0.9958847737	0.05666956465
653	0.9958847737	0.0565018303
654	0.9958847737	0.05633767282
655	0.9958847737	0.05617251611
656	0.9958847737	0.056052069
657	0.9958847737	0.05588473453
658	0.9958847737	0.05587194493
659	0.9958847737	0.05568965256
660	0.9958847737	0.05562573489
661	0.9958847737	0.05556380168
662	0.9958847737	0.05550076733
663	0.9958847737	0.05529601543
664	0.9958847737	0.05514252157
665	0.9958847737	0.05503690256
666	0.9958847737	0.05499454013
667	0.9958847737	0.0549035868
668	0.9958847737	0.05474319005
669	0.9958847737	0.05466485409
670	0.9958847737	0.05459447913
671	0.9958847737	0.05442181221
672	0.9958847737	0.05434705846
673	0.9958847737	0.05418407298
674	1	0.05396962948
675	1	0.05392868262
676	1	0.05389163849
677	1	0.05385254326
678	1	0.05359985407
679	1	0.05353338622
680	1	0.05346259013
681	1	0.05343818249
682	1	0.05332201596
683	1	0.05331028468
684	1	0.05318577578
685	1	0.0530692253
686	1	0.05300187687
687	1	0.0529452552
688	1	0.05287771231
689	1	0.05275476627
690	1	0.05271882792
691	1	0.05260466676
692	1	0.05258633446
693	1	0.05257457688
694	1	0.05248188407
695	1	0.05242647342
696	1	0.05237073993
697	1	0.05234137428
698	1	0.05226567722
699	1	0.05220298171
700	1	0.05214210204
701	1	0.05212105166
702	1	0.05203812101
703	1	0.05184195881
704	1	0.05175484916
705	1	0.05166426542
706	1	0.05160647224
707	1	0.0514534878
708	1	0.05129762604
709	1	0.05120172322
710	1	0.05116676224
711	1	0.05107957795
712	1	0.05106638043
713	1	0.05091257974
714	1	0.05084676693
715	1	0.05070733458
716	1	0.05055575101
717	1	0.05039820324
718	1	0.0502668532
719	1	0.05012599421
720	1	0.05003972692
721	1	0.04997675059
722	1	0.04996834924
723	1	0.04991246535
724	1	0.04983364902
725	1	0.04977893202
726	1	0.04974752741
727	1	0.04966788093
728	1	0.04965777208
729	1	0.04958707085
730	1	0.04954413558
731	1	0.04940594595
732	1	0.04939151386
733	1	0.04933006429
734	1	0.04925074212
735	1	0.04919364977
736	1	0.04910902065
737	1	0.04890994036
738	1	0.04888378678
739	1	0.04882583529
740	1	0.04869857193
741	1	0.04864613205
742	1	0.04864336997
743	1	0.04853966297
744	1	0.04846927106
745	1	0.04838815266
746	1	0.0483094397
747	1	0.04819355941
748	1	0.04816888403
749	1	0.04809661406
750	1	0.04801876241
751	1	0.0479190621
752	1	0.04789599778
753	1	0.04785092896
754	1	0.04771993268
755	1	0.04771693597
756	1	0.0477078282
757	1	0.04761990816
758	1	0.04755278446
759	1	0.04742299995
760	1	0.04740336953
761	1	0.04737360474
762	1	0.04733680855
763	1	0.04721247316
764	1	0.04712431018
765	1	0.04711884761
766	1	0.04698812524
767	1	0.04675992618
768	1	0.04665525743
769	1	0.04655212813
770	1	0.04644441183
771	1	0.04641937073
772	1	0.0463891087
773	1	0.04620829527
774	1	0.04610878803
775	1	0.0459470482
776	1	0.04587916955
777	1	0.04579065433
778	1	0.04578831904
779	1	0.0457349536
780	1	0.04560885618
781	1	0.04555926109
782	1	0.04555661444
783	1	0.0455129904
784	1	0.04533580999
785	1	0.04527579302
786	1	0.04515407522
787	1	0.04514697304
788	1	0.04512418028
789	1	0.04506175216
790	1	0.04503455013
791	1	0.04494159852
792	1	0.0448879051
793	1	0.04483031067
794	1	0.04467221574
795	1	0.04457057812
796	1	0.04446307994
797	1	0.04440671822
798	1	0.04431976048
799	1	0.0442262206
800	1	0.04413814045
801	1	0.04412498317
802	1	0.04402997891
803	1	0.04388749337
804	1	0.043816201
805	1	0.043765312
806	1	0.0437028714
807	1	0.04366150886
808	1	0.04351502131
809	1	0.04349587483
810	1	0.04338218882
811	1	0.04336523323
812	1	0.0432358075
813	1	0.04320946125
814	1	0.04299970794
815	1	0.04290796295
816	1	0.04279788628
817	1	0.04270939411
818	1	0.04265858904
819	1	0.04255322092
820	1	0.04246754106
821	1	0.04235153453
822	1	0.04225742758
823	1	0.04223922107
824	1	0.04222165438
825	1	0.04215519397
826	1	0.04209190844
827	1	0.04203651056
828	1	0.04197862471
829	1	0.0419380332
830	1	0.04182385596
831	1	0.04169210278
832	1	0.04164106386
833	1	0.04159965032
834	1	0.04154775327
835	1	0.04154570181
836	1	0.04152883113
837	1	0.04146074973
838	1	0.04133221837
839	1	0.04116091998
840	1	0.04114274116
841	1	0.04105346592
842	1	0.04098401072
843	1	0.04094469084
844	1	0.04092310838
845	1	0.04091647529
846	1	0.04087900391
847	1	0.04076220146
848	1	0.04064830919
849	1	0.04057053003
850	1	0.04049809856
851	1	0.04036219894
852	1	0.04027810818
853	1	0.04011796748
854	1	0.04009578694
855	1	0.04005370948
856	1	0.03997871285
857	1	0.03990631495
858	1	0.03988915298
859	1	0.03979185974
860	1	0.03971773836
861	1	0.03955562677
862	1	0.03951004869
863	1	0.0394584751
864	1	0.03941218535
865	1	0.03935525785
866	1	0.03933618786
867	1	0.03928528851
868	1	0.03925278804
869	1	0.0392319759
870	1	0.03917820216
871	1	0.03909945353
872	1	0.0390046974
873	1	0.03898608193
874	1	0.03884741862
875	1	0.03877342405
876	1	0.03873313611
877	1	0.03859002169
878	1	0.03850920253
879	1	0.03836443795
880	1	0.03828899353
881	1	0.03827789783
882	1	0.03821046364
883	1	0.03813387585
884	1	0.03796557876
885	1	0.03794645729
886	1	0.0379446619
887	1	0.03786881894
888	1	0.03783052561
889	1	0.03776244388
890	1	0.03776093512
891	1	0.03773038785
892	1	0.03768544938
893	1	0.0375562023
894	1	0.03750867399
895	1	0.0374619997
896	1	0.03741132268
897	1	0.03736080449
898	1	0.03728293394
899	1	0.03728076642
900	1	0.03721438936
901	1	0.03716349026
902	1	0.03708891641
903	1	0.0370423769
904	1	0.03698047118
905	1	0.03686671484
906	1	0.03684238256
907	1	0.03683551131
908	1	0.03679039183
909	1	0.03675036756
910	1	0.03670896263
911	1	0.03661573581
912	1	0.03654173371
913	1	0.03641843792
914	1	0.03636644117
915	1	0.03625316589
916	1	0.03613922382
917	1	0.03600632932
918	1	0.03597728728
919	1	0.03596111453
920	1	0.03587516797
921	1	0.03579283374
922	1	0.03577813477
923	1	0.03577642241
924	1	0.03563613304
925	1	0.03562725459
926	1	0.03556516509
927	1	0.03549971566
928	1	0.03535524772
929	1	0.03530937106
930	1	0.03524402504
931	1	0.03521954818
932	1	0.03518086617
933	1	0.03510651357
934	1	0.03496335307
935	1	0.03493901268
936	1	0.03492058977
937	1	0.03484666187
938	1	0.03483031415
939	1	0.03474323147
940	1	0.03471536745
941	1	0.03464795043
942	1	0.03454939005
943	1	0.03444453286
944	1	0.03435043723
945	1	0.03425848669
946	1	0.03418854109
947	1	0.03409216735
948	1	0.03404202522
949	1	0.03398774143
950	1	0.03389566682
951	1	0.03386539935
952	1	0.03372500322
953	1	0.0336663721
954	1	0.03360299835
955	1	0.03354378683
956	1	0.03352867857
957	1	0.03347917757
958	1	0.03341709555
959	1	0.03340284172
960	1	0.03336213528
961	1	0.0333169928
962	1	0.03322937119
963	1	0.03316781693
964	1	0.03309638568
965	1	0.03297313148
966	1	0.0329222448
967	1	0.03289316121
968	1	0.03286552262
969	1	0.03276962347
970	1	0.03271345764
971	1	0.0326866879
972	1	0.03262775581
973	1	0.03260457246
974	1	0.03251540622
975	1	0.03245728543
976	1	0.03240736647
977	1	0.03237949387
978	1	0.03232361472
979	1	0.0322968174
980	1	0.03223876896
981	1	0.03216042962
982	1	0.03211819935
983	1	0.03209610866
984	1	0.03204502483
985	1	0.03199854367
986	1	0.03198871289
987	1	0.03198702795
988	1	0.03196510716
989	1	0.03191986845
990	1	0.03182039664
991	1	0.03179884578
992	1	0.03175589662
993	1	0.0317392636
994	1	0.03165943177
995	1	0.03164258675
996	1	0.031547558
997	1	0.03153817473
998	1	0.03146394517
999	1	0.0314197643
